UID,Taxonomy ID,Species Key,Belt
1635476553,1245681,4117461,6
1635476209,751723,5674439,6
1635476123,751589,5678671,4
1635475951,293749,4136488,7
1634528302,66004,2702536,7
1634528220,160545,2706190,6
1634528138,2528922,4152613,6
1634528056,1137531,4124244,7
1634527974,751736,7361239,6
1634527892,751642,5678867,6
1634527813,2528931,4140180,7
1634527731,2528930,2705418,6
1634527649,2528937,5677398,7
1634527567,751716,5290130,6
1642528544,2491091,3172306,7
1607267151,2491091,3172306,7
1642528455,2491090,3682197,7
1607267062,2491090,3682197,7
1642528365,1085342,3682961,7
1607266972,1085342,3682961,7
1607266882,1085342,3682961,7
1642528276,1382063,7325992,7
1607266793,1382063,7325992,7
1642528187,2563121,5415036,5
1607266609,2563121,5415036,5
1642528098,126564,3684970,7
1607266520,126564,3684970,7
1642528009,167908,5549923,7
1607266431,167908,5549923,7
1642527920,41398,3683008,7
1607266342,41398,3683008,7
1642527569,85216,3682631,5
1607265991,85216,3682631,5
1642527392,166594,7325877,5
1607265814,166594,7325877,5
1642527303,126360,3682433,7
1607265725,126360,3682433,7
1642527214,1471837,3172308,7
1607265636,1471837,3172308,7
1642527125,1237795,5549809,7
1607270981,1237795,5549809,7
1607265547,1237795,5549809,7
1607265458,1237795,5549809,7
1642527036,2491102,5549816,7
1607270892,2491102,5549816,7
1607265369,2491102,5549816,7
1642526858,424909,7887223,7
1607265191,424909,7887223,7
1642526769,126556,7326029,7
1607265102,126556,7326029,7
1642526591,1296280,3683832,7
1607264924,1296280,3683832,7
1642526502,2491245,3684585,7
1607264835,2491245,3684585,7
1642526388,1026954,4004413,7
1607264708,1026954,4004413,7
1642526125,64034,5616598,6
1607264027,64034,5616598,6
1642525505,99507,7867898,5
1605130961,99507,7867898,5
1642525244,751591,4115927,7
1618807430,751591,4115927,7
1642525156,1629762,4932161,7
1618802153,1629762,4932161,7
1642524863,576365,3089154,7
1616240434,576365,3089154,7
1642524548,100521,3685256,7
1616235963,100521,3685256,7
1642524366,120620,5285951,7
1615640274,120620,5285951,7
1642524279,176135,8539282,5
1615640187,176135,8539282,5
1642524196,46959,5371716,4
1613845999,46959,5371716,4
1642524110,48401,3981432,5
1613845405,48401,3981432,5
1642523810,1387318,2690931,7
1606707832,1387318,2690931,7
1642523155,112883,2928809,5
1605131213,112883,2928809,5
1642522747,180069,3855866,5
1605130878,180069,3855866,5
1642522177,141753,5321373,5
1595961316,141753,5321373,5
1642521721,74651,3004247,5
1595113494,74651,3004247,5
1642521038,183944,6058838,5
1373440122,183944,6058838,5
1642520848,262758,2704740,7
1373439560,262758,2704740,7
1049305132,38722,2704740,7
1642520425,300888,7820439,5
1373440037,300888,7820439,5
1642520341,3317,2684178,5
1331355465,3317,2684178,5
1642520257,307274,2684170,6
1330172412,307274,2684170,6
1642520172,3316,2684171,4
1220516205,3316,2684171,4
1642519430,240045,5568428,5
1595113585,240045,5568428,5
1642519334,235734,3156192,7
1595113190,235734,3156192,7
1642519235,714457,3774284,7
1595113106,714457,3774284,7
1642519064,1938265,4070395,7
1595112935,1938265,4070395,7
1642518977,743513,2857659,4
1595112848,743513,2857659,4
1642518890,743511,2857558,4
1595112761,743511,2857558,4
1642518803,743505,2857221,5
1595112674,743505,2857221,5
1642518716,2490641,2857331,4
1595112587,2490641,2857331,4
1642518629,858900,2856707,3
1595112500,858900,2856707,3
1642518542,743498,2856725,4
1595112413,743498,2856725,4
1642518456,285590,7520328,7
1621543377,285590,7520328,7
1642518326,268114,3094819,5
1621112562,268114,3094819,5
1642517647,106888,2702446,7
1618802562,106888,2702446,7
1642517445,66014,2705275,7
1618802241,66014,2705275,7
1633823530,207932,5298923,5
1633817299,165353,6027415,5
1633817218,165353,6027415,5
1633748098,130512,3861607,7
1634371490,117954,5317287,7
1284805232,117954,5317287,7
1275029373,117954,5317287,7
1631820008,381410,3084923,7
1628747158,28511,2926672,7
1628747070,28511,2926672,7
1566348724,50191,3105715,7
1566348636,50196,3105785,7
1511211530,43891,3190484,7
1626606164,1428164,2705184,7
1626606079,132711,2705189,7
1625815645,1125365,3684654,7
1625815556,126416,3172384,7
1625815378,2491097,3172382,7
1625815200,389174,3172386,7
1625815040,90345,2685383,5
1625814965,45372,2685484,5
1625814815,342582,8326713,4
1625814740,97167,2685636,4
1625814665,425844,2685314,6
1625813985,45171,7155259,4
1418580814,45171,7155259,4
1386675257,45171,7155259,4
1488176859,459172,7155259,4
1483982049,459172,7155259,4
1625813806,2567862,4055563,5
1625813717,2567862,4055563,5
1625813628,2567862,4055563,5
1625813539,168491,4055563,5
1625813450,168491,4055563,5
1386810926,355900,7263110,5
1624800339,650144,2684844,4
1624686319,99438,6435171,7
1624686234,190524,3189382,7
1624685925,616962,2995051,5
1624685750,321593,2991493,6
1625843617,385388,8307542,7
1610621285,182300,8307542,7
1587032406,182300,8307542,7
1624172823,211003,3153567,7
1622822741,90346,6035568,6
1622822656,148623,7270449,5
1622212694,429560,2948930,6
1622417675,1137891,3815530,5
1593553020,1137891,3815530,5
1622411626,2038704,3815530,5
1488178269,2038704,3815530,5
1559969437,2038705,3815530,5
1549117306,2038705,3815530,5
1618804899,154765,5828220,7
1314948416,154765,5828220,7
1275874523,154765,5828220,7
1618767036,1054456,7277323,6
1587086827,261450,7277323,6
1315028769,261450,7277323,6
1206041896,261450,7277323,6
1615640456,425836,2685569,5
1610620501,425836,2685569,5
1586060979,425836,2685569,5
1615640109,63062,4159853,6
1511243651,63062,4159853,6
1474772302,63062,4159853,6
1615640030,1737302,5792597,6
1418577586,1737302,5792597,6
1379049949,1737302,5792597,6
1613846280,146640,4106071,7
1613846195,323895,4134946,4
1613846110,323096,4140151,7
1613845913,63353,5634430,3
1613845829,35933,3033839,5
1418582125,35933,3033839,5
1387180048,35933,3033839,5
1613845743,2567863,7944367,7
1613845657,168834,3981642,5
1436051890,168834,3981642,5
1401593700,168834,3981642,5
1613845574,93611,7300283,5
1418581707,93611,7300283,5
1387179545,93611,7300283,5
1387179379,93611,7300283,5
1613845491,382113,5634431,5
1418582459,382113,5634431,5
1387180466,382113,5634431,5
1613845234,63345,5371714,4
1418576807,63345,5371714,4
1387179881,63345,5371714,4
1372080626,63345,5371714,4
1613845150,83802,2753090,7
1613845065,63788,2753371,5
1613844981,85369,4937259,5
1613841548,49683,3830405,5
1611807168,191701,2685278,7
1610157087,128741,5393641,4
1610156745,128741,5393641,4
1610155882,128741,5393641,4
1610157001,1611546,5393632,4
1610155968,1611546,5393632,4
1610155708,1611546,5393632,4
1610156831,1448044,5393642,5
1610155795,1448044,5393642,5
1610156573,1448043,5393638,5
1610156055,1448043,5393638,5
1609434595,700990,8300054,4
1609434512,1903712,2672619,6
1609434122,1978917,5537969,6
1609434036,1978917,5537969,6
1609433950,1978917,5537969,6
1609433864,1978917,5537969,6
1609433778,1978917,5537969,6
1609433692,1978917,5537969,6
1609433606,1978917,5537969,6
1609433520,1978917,5537969,6
1609433434,1978917,5537969,6
1609433348,1978917,5537969,6
1609433262,1978917,5537969,6
1609433176,1978917,5537969,6
1609433090,1978917,5537969,6
1206254828,1978917,5537969,6
1197013870,1978917,5537969,6
1228304507,193049,2686253,4
1190751783,154025,2686253,4
1610635902,203015,2985688,4
1591474303,203015,2985688,4
1610635407,34190,2781074,5
1591471360,34190,2781074,5
1610635316,287721,3036875,5
1591471269,287721,3036875,5
1610635235,137178,4940390,5
1590784433,137178,4940390,5
1610635164,493175,7329785,4
1590784301,493175,7329785,4
1610635087,137170,5836531,5
1590784227,137170,5836531,5
1610635010,1715390,3710283,7
1590784143,1715390,3710283,7
1610634848,186426,7329850,7
1590783933,186426,7329850,7
1610634784,1715365,8098986,7
1590783870,1715365,8098986,7
1610629775,316486,7296742,5
1590718330,316486,7296742,5
1610629689,369422,5331268,4
1590718247,369422,5331268,4
1610629603,191878,2944317,5
1590718164,191878,2944317,5
1610629513,76119,6026295,5
1590718063,76119,6026295,5
1610629424,226103,3926850,5
1590717731,226103,3926850,5
1610629291,307165,2688211,6
1590129869,307165,2688211,6
1610629204,154000,5673735,7
1590125679,154000,5673735,7
1590125343,154000,5673735,7
1590125009,154000,5673735,7
1590124817,154000,5673735,7
1610629115,1980159,5677407,7
1590124733,1980159,5677407,7
1610629028,2546644,5677455,7
1590124379,2546644,5677455,7
1610628941,2546643,5677471,7
1590124283,2546643,5677471,7
1590124052,2546643,5677471,7
1590123697,2546643,5677471,7
1590123336,2546643,5677471,7
1590122963,2546643,5677471,7
1610628854,2546642,5673976,7
1590122566,2546642,5673976,7
1590122159,2546642,5673976,7
1590121740,2546642,5673976,7
1590121321,2546642,5673976,7
1610628767,798304,4136722,7
1590120936,798304,4136722,7
1610628680,1980154,4136858,7
1590120527,1980154,4136858,7
1590120143,1980154,4136858,7
1590119759,1980154,4136858,7
1590119385,1980154,4136858,7
1590118978,1980154,4136858,7
1590118567,1980154,4136858,7
1590118180,1980154,4136858,7
1590117825,1980154,4136858,7
1590117400,1980154,4136858,7
1610628592,1433400,4108067,7
1590115865,1433400,4108067,7
1590115264,1433400,4108067,7
1590114870,1433400,4108067,7
1610628504,2546641,5677628,7
1590114383,2546641,5677628,7
1590113862,2546641,5677628,7
1610628417,1056488,4137298,7
1590113056,1056488,4137298,7
1590112603,1056488,4137298,7
1590112394,1056488,4137298,7
1610628330,2546640,5671812,7
1590112282,2546640,5671812,7
1610628243,883138,5673616,7
1590112111,883138,5673616,7
1590111839,883138,5673616,7
1590111629,883138,5673616,7
1610628155,1393008,4137471,7
1590111453,1393008,4137471,7
1610628066,1980155,5677752,7
1590111081,1980155,5677752,7
1610627977,2546639,5677761,7
1590110666,2546639,5677761,7
1610627889,2546638,5677764,7
1590110272,2546638,5677764,7
1590109870,2546638,5677764,7
1610627801,798302,5671575,6
1590109176,798302,5671575,6
1590109030,798302,5671575,6
1590108924,798302,5671575,6
1610627714,2546637,5675194,7
1590108840,2546637,5675194,7
1610627352,50514,2929673,5
1588057102,50514,2929673,5
1610627260,103871,2931061,4
1588056926,103871,2931061,4
1610627172,66672,2874863,7
1588056841,66672,2874863,7
1610627009,476039,3033129,5
1587088264,476039,3033129,5
1610626924,64047,5616556,4
1587088179,64047,5616556,4
1610626838,171908,3925866,5
1587088013,171908,3925866,5
1610626756,432642,5615978,5
1587087934,432642,5615978,5
1610626668,171900,3923441,5
1587087673,171900,3923441,5
1610626578,39106,5579436,5
1587087587,39106,5579436,5
1610626489,286842,3033368,4
1587087329,286842,3033368,4
1610626402,3444,5371702,5
1587087245,3444,5371702,5
1610626316,93211,3925350,5
1587087161,93211,3925350,5
1610626231,168836,3925515,5
1587087079,168836,3925515,5
1610626144,37494,3033830,5
1587086912,37494,3033830,5
1610626056,64029,8254182,5
1587086652,64029,8254182,5
1610625966,3449,5371685,5
1587086567,3449,5371685,5
1610625877,78478,3927581,5
1587086312,78478,3927581,5
1610625523,64045,3921650,5
1587085970,64045,3921650,5
1610625336,64022,5616625,5
1587085057,64022,5616625,5
1610625232,292815,2684578,4
1587068440,292815,2684578,4
1610624201,197077,3591768,6
1587032318,197077,3591768,6
1610624109,2545962,5528343,7
1587032057,2545962,5528343,7
1610623629,89481,2685116,5
1587028958,89481,2685116,5
1587026883,89481,2685116,5
1537784691,89481,2685116,5
1610623541,46220,5284555,4
1587028875,46220,5284555,4
1587026800,46220,5284555,4
1587026634,46220,5284555,4
1610623454,2545979,5284568,5
1587029290,2545979,5284568,5
1587026966,2545979,5284568,5
1587026136,2545979,5284568,5
1610623023,29808,5284568,5
1587028377,29808,5284568,5
1587028211,29808,5284568,5
1587025389,29808,5284568,5
1067908874,29808,5284568,5
1610623368,156271,5284554,5
1587029207,156271,5284554,5
1587027464,156271,5284554,5
1587026053,156271,5284554,5
1610623282,88032,5284570,5
1587028792,88032,5284570,5
1587027381,88032,5284570,5
1587025887,88032,5284570,5
1610623194,99806,5284524,5
1587028294,99806,5284524,5
1587027298,99806,5284524,5
1587025804,99806,5284524,5
1610623108,1245586,5284575,4
1587026468,1245586,5284575,4
1587025970,1245586,5284575,4
1587025472,1245586,5284575,4
1436051497,450882,5284575,4
1430080925,450882,5284575,4
1610622937,2212986,5284540,5
1587027713,2212986,5284540,5
1587025638,2212986,5284540,5
1587025306,2212986,5284540,5
1610620658,147273,5284540,5
1587027049,147273,5284540,5
1587026219,147273,5284540,5
1587025721,147273,5284540,5
1610622807,2545981,7670032,7
1587018291,2545981,7670032,7
1610622721,2545980,3984105,7
1587018208,2545980,3984105,7
1610622546,41786,4191588,5
1583079184,41786,4191588,5
1610622455,51002,3702480,6
1583079096,51002,3702480,6
1610622352,210370,7299081,7
1583078889,210370,7299081,7
1610622172,435377,5592348,7
1519156881,435377,5592348,7
1610622082,435380,5592249,7
1519156794,435380,5592249,7
1610621992,1118407,5592364,7
1519156707,1118407,5592364,7
1610621729,1055743,3925756,6
1587086995,1055743,3925756,6
1610621636,1111104,6376282,4
1587086737,1111104,6376282,4
1610621374,1882389,5616414,5
1587085407,1882389,5616414,5
1610621104,941570,5528335,7
1587032144,941570,5528335,7
1610621014,941575,5528295,5
1587031796,941575,5528295,5
1610620924,182310,7313919,7
1587031622,182310,7313919,7
1610620834,182323,5528333,5
1587031099,182323,5528333,5
1610620744,182324,5528305,5
1587030664,182324,5528305,5
1610620409,56029,6433032,5
1586060890,56029,6433032,5
1610620146,82528,2747430,5
1586060166,82528,2747430,5
1610620056,323707,2747826,7
1586060079,323707,2747826,7
1586059992,323707,2747826,7
1610619967,261786,3131614,5
1585509334,261786,3131614,5
1610619878,158558,3588500,6
1585509248,158558,3588500,6
1610619700,158573,8207569,7
1585509076,158573,8207569,7
1610619612,158559,3589814,5
1585508990,158559,3589814,5
1610619434,158550,7313745,5
1585508818,158550,7313745,5
1610619132,2528289,2816157,7
1579175094,2528289,2816157,7
1610619042,1715883,2816275,5
1579175007,1715883,2816275,5
1579174920,1715883,2816275,5
1610618378,28930,2882316,5
1593478408,28930,2882316,5
1610618286,28525,5341511,4
1519157055,28525,5341511,4
1610618105,35872,4109540,7
1594476529,35872,4109540,7
1610618018,77060,6043471,4
1594476444,77060,6043471,4
1610617567,2315787,7978633,7
1578791690,2315787,7978633,7
1610617446,185002,3189723,7
1575647870,185002,3189723,7
1610617358,185001,8022932,6
1575647475,185001,8022932,6
1610617278,47082,2971095,5
1575647082,47082,2971095,5
1610617188,169268,4192715,7
1575643793,169268,4192715,7
1610617098,46142,3084012,7
1575643253,46142,3084012,7
1610617008,117583,3086314,7
1575642986,117583,3086314,7
1610616919,363211,3086086,7
1575642740,363211,3086086,7
1610616828,1227758,4192792,7
1575642651,1227758,4192792,7
1607271070,126368,7326036,5
1607270180,424914,7326036,5
1607270803,2491101,5549870,7
1607270714,126566,5549884,7
1607270625,126561,5549937,7
1607270536,549149,5549939,7
1607270447,126558,7325923,5
1607270358,96521,7325947,6
1607270002,424906,3683595,5
1607269913,323693,5549741,6
1607269824,2491246,7475694,7
1607269735,126553,7506783,7
1607269646,1081051,3683076,5
1607269557,126548,7326009,6
1607269468,126547,3682281,7
1607269379,992666,9574892,5
1607269202,126543,3172287,7
1607269113,126542,3683966,5
1607269024,126541,3683988,5
1607268753,126426,3172242,7
1607268664,126421,7996293,5
1607268575,56032,3172370,6
1607268486,56040,3172343,5
1607268397,490843,7325997,5
1607268308,38872,3172327,5
1607268219,126403,3683811,7
1607268130,126363,3172303,5
1607268041,1489476,3684137,7
1607267952,126362,9594152,5
1206249280,126362,9594152,5
1195855889,126362,9594152,5
1607267863,126361,7326156,7
1607267774,126361,7326156,7
1607267596,2491095,3684502,7
1607267507,2491094,5558488,7
1607267418,2491093,3684863,7
1607267329,1489473,7326229,7
1607267240,2491092,3684963,7
1607183759,168559,7262943,5
1607183672,168559,7262943,5
1607183585,168559,7262943,5
1607183498,168559,7262943,5
1037241121,168559,7262943,5
1031877423,168559,7262943,5
1607183409,43782,7263106,5
1607183320,43782,7263106,5
1607183231,43782,7263106,5
1607183142,43782,7263106,5
1607183053,43782,7263106,5
1607182964,43782,7263106,5
1607182875,43782,7263106,5
1607182786,43782,7263106,5
1607182697,43782,7263106,5
1607182608,43782,7263106,5
1607182519,43782,7263106,5
1607182430,43782,7263106,5
1607182341,43782,7263106,5
1607182252,43782,7263106,5
1607182163,43782,7263106,5
1607182074,43782,7263106,5
1607181985,43782,7263106,5
1607181896,43782,7263106,5
1607181807,43782,7263106,5
1607181718,43782,7263106,5
1607181629,43782,7263106,5
1607181540,43782,7263106,5
1607181451,43782,7263106,5
1607181362,43782,7263106,5
1002161013,43782,7263106,5
972243289,43782,7263106,5
1605131300,112879,3802772,6
1511253593,112879,3802772,6
1469258184,112879,3802772,6
1605131126,112863,2928835,5
1593550297,112863,2928835,5
1562068673,112863,2928835,5
1600730655,203094,2742059,5
1585113511,203094,2742059,5
1600730591,227902,4001151,7
1584438740,227902,4001151,7
1600727349,445235,2687220,5
1572790872,445235,2687220,5
1600727277,85622,2687216,5
1572790800,85622,2687216,5
1600727194,28929,2882300,5
1572790717,28929,2882300,5
1600727082,66025,5677381,7
1590126020,66025,5677381,7
1600726460,264924,2882429,7
1575636832,264924,2882429,7
1600726347,3535,4929996,7
1575643433,3535,4929996,7
1593478887,92927,7339073,7
1540587743,92927,7339073,7
1509841191,92927,7339073,7
1465197962,92927,7339073,7
1465191945,92927,7339073,7
1517364550,13821,5275398,7
1578792646,13821,5275398,7
1552774801,13821,5275398,7
1517363412,375903,3594822,7
1552775504,375903,3594822,7
1593556287,161873,5544654,7
1572789178,161873,5544654,7
1593556174,667250,5366691,5
1571080897,667250,5366691,5
1593556089,714646,5367878,5
1571080812,714646,5367878,5
1593555468,330163,5568446,7
1571079846,330163,5568446,7
1593555383,887860,3083862,5
1571079761,887860,3083862,5
1593555298,176126,7631479,5
1571079676,176126,7631479,5
1593555115,64595,4096510,7
1569642174,64595,4096510,7
1593554945,669720,2816213,4
1569641018,669720,2816213,4
1593554856,858887,5318906,5
1569640848,858887,5318906,5
1593554767,210730,5319226,5
1569640759,210730,5319226,5
1593554678,322100,5318948,5
1569640670,322100,5318948,5
1593554589,28472,8998684,5
1569640581,28472,8998684,5
1593554500,2042393,5319246,5
1569640492,2042393,5319246,5
1593554411,492483,5318958,5
1569640403,492483,5318958,5
1593553976,13044,8591421,5
1569639871,13044,8591421,5
1593553102,3712,3042845,5
1566349604,3712,3042845,5
1566349516,3712,3042845,5
1540584139,36774,3042845,5
1540584049,36774,3042845,5
844169177,3716,3042845,5
1593552629,434245,5568339,5
1565769204,434245,5568339,5
1593552359,153762,2896888,7
1565768106,153762,2896888,7
1593552071,85889,3647356,5
1563847521,85889,3647356,5
1593551985,153554,7319933,7
1563847415,153554,7319933,7
1593551902,167983,3646704,7
1563847312,167983,3646704,7
1593551816,168115,9354969,6
1563847210,168115,9354969,6
1593551736,167989,3646556,5
1563847108,167989,3646556,5
1593551651,167987,4938757,5
1563846998,167987,4938757,5
1593551565,167990,3646524,5
1563846901,167990,3646524,5
1593551479,153521,3646891,7
1563846688,153521,3646891,7
1593551307,362732,2883969,7
1563846480,362732,2883969,7
1593551222,212706,7330807,5
1563846358,212706,7330807,5
1593551136,86865,5371653,5
1563846146,86865,5371653,5
1593551050,85887,5371655,5
1563846038,85887,5371655,5
1593550965,1609849,6135784,7
1563845926,1609849,6135784,7
1593550879,153558,5541322,7
1563845821,153558,5541322,7
1593550762,1481379,5533069,7
1563842645,1481379,5533069,7
1593550647,149022,7326080,4
1563034455,149022,7326080,4
1593550413,63744,3084022,5
1562068898,63744,3084022,5
1593549799,189576,7329787,4
1560660169,189576,7329787,4
1593549734,189559,7329787,4
1560656120,189559,7329787,4
1593549559,587670,3883019,5
1560641898,587670,3883019,5
1593549471,342060,7307728,4
1560641810,342060,7307728,4
1593549357,3677,3624240,5
1559904794,3677,3624240,5
1593549272,4045,5371879,7
1559904709,4045,5371879,7
1593549047,699964,4149454,7
1069417714,699964,4149454,7
1593548957,1642853,7262947,6
1353858650,1642853,7262947,6
1593548802,172643,4159452,6
1557880166,172643,4159452,6
1593548643,3334,5284917,4
1560642101,3334,5284917,4
1590717977,49555,3634949,6
1436050768,49555,3634949,6
1189340934,49555,3634949,6
1590129951,88036,5836522,7
296399203,88036,5836522,7
1590124649,1547847,4136483,7
1590124565,1547847,4136483,7
1590116349,221758,4137039,6
1236515747,221758,4137039,6
1214620277,221758,4137039,6
1590109479,1983733,8099462,7
1197513003,1983733,8099462,7
1189341651,1983733,8099462,7
1588057014,205532,3799794,4
1588055100,516549,4036422,5
1378734993,516549,4036422,5
1418575930,516549,4036422,5
1172962174,516549,4036422,5
1591627618,85712,5537749,5
1002162804,85712,5537749,5
982743824,85712,5537749,5
1587084725,239685,7277127,6
1035438698,239685,7277127,6
1079488267,239685,7277127,6
1071035588,239685,7277127,6
1587031970,941567,5528356,6
1587031883,941568,5528357,5
1587031709,182309,5528313,6
1587031535,59677,3591410,7
1587031447,168123,7320007,6
1563845722,168123,7320007,6
1215852787,168123,7320007,6
1207091722,168123,7320007,6
1587031360,941578,7313927,6
1587030577,941582,7313927,6
1587030487,182325,7313927,6
1587031273,941580,5528315,5
1587030925,59679,5528315,5
1587031186,182322,5421087,5
1587031012,155545,5421085,5
1587030838,184084,7313938,5
1587028709,120273,5284562,6
1587028460,120273,5284562,6
1587026717,120273,5284562,6
685837037,120273,5284562,6
594019183,120273,5284562,6
452849113,120273,5284562,6
372863509,120273,5284562,6
372863345,120273,5284562,6
372863268,120273,5284562,6
1587027215,25629,5284517,5
1587026385,25629,5284517,5
1587026302,25629,5284517,5
1206255126,25629,5284517,5
940375828,25629,5284517,5
1585115337,4443,3189636,5
1585115245,4443,3189636,5
1031482016,4443,3189636,5
1339972812,4443,3189636,5
1327757113,4443,3189636,5
1340297226,62751,2686276,4
1318753529,62751,2686276,4
570760077,3403,3153228,5
401465559,3403,3153228,5
1354532022,266767,7266581,5
1552057017,266767,7266581,5
1128272639,266767,7266581,5
1116006680,266767,7266581,5
1579176219,99300,7516558,5
1579176130,99300,7516558,5
1181492043,99300,7516558,5
1161057774,99300,7516558,5
1583107974,74648,7445557,5
1552054426,74648,7445557,5
1583107838,48666,2856860,4
1565061456,48666,2856860,4
1583107619,36777,3039269,5
1549111068,36777,3039269,5
1583107506,85337,3606863,5
1552485503,85337,3606863,5
1583107297,2501417,2876043,5
1551319369,2501417,2876043,5
1583106967,873093,7809468,5
1337018234,873093,7809468,5
1583106759,35924,3083486,5
1569127624,35924,3083486,5
1583106342,2029437,4096460,7
1552055170,2029437,4096460,7
1583106255,365556,4096399,7
1552055089,365556,4096399,7
1583106166,29746,3037015,5
1552054911,29746,3037015,5
1583106083,447669,7412977,5
1552054770,447669,7412977,5
1509842387,486690,7412977,5
1465469863,486690,7412977,5
1583106000,447670,7272731,4
1552054687,447670,7272731,4
1583105917,180558,5598535,4
1552054604,180558,5598535,4
1583105828,117265,3004857,5
1552054515,117265,3004857,5
1583105746,638627,7272556,6
1552054255,638627,7272556,6
1583105661,45187,2984532,5
1318747223,45187,2984532,5
1583105501,2040574,3804145,4
1573389677,2040574,3804145,4
1583103854,3696,3040232,5
1552056930,3696,3040232,5
1583103767,3690,8190077,5
1552056843,3690,8190077,5
1583103320,2498012,3150753,5
1549111173,2498012,3150753,5
772657200,35938,5352251,5
627758014,35938,5352251,5
772649760,20340,5356354,7
627757511,20340,5356354,7
772649663,321550,2958706,7
627757426,321550,2958706,7
1580208740,2501769,7266717,5
1552056234,2501769,7266717,5
1580208674,227903,7287927,7
1547581536,227903,7287927,7
1575646680,1480154,2688570,4
1441458409,1480154,2688570,4
1381393911,1480154,2688570,4
1375962124,1480154,2688570,4
1575643611,46107,3083990,5
1575642828,4373,3191259,7
1575642471,2518629,3084015,7
1575636927,486421,2882437,4
1242598126,34301,2882437,4
50346761,34301,2882437,4
772657094,109171,2974683,7
627757846,109171,2974683,7
772656982,3870,2964167,5
1151119521,3870,2964167,5
627757762,3870,2964167,5
772649956,198914,2972043,7
627757679,198914,2972043,7
772649861,191923,2950907,7
627757595,191923,2950907,7
1578894146,2511006,7104172,5
1571079931,77605,2706406,7
1369098037,77605,2706406,7
1372145141,4567,2706406,7
699975982,4567,2706406,7
699018705,4571,2706406,7
667753644,4571,2706406,7
667753561,4571,2706406,7
667753478,4571,2706406,7
667753395,4571,2706406,7
667753312,4571,2706406,7
667753229,4571,2706406,7
1569639956,164262,2840611,5
1203187867,164262,2840611,5
1002161692,164262,2840611,5
975854066,164262,2840611,5
1384872554,1533308,6026408,5
1418580365,1533308,6026408,5
1573132576,688333,7266641,5
1552057104,688333,7266641,5
1573132402,2501767,7266341,5
1552056582,2501767,7266341,5
1573132228,2501768,7266372,4
1552056408,2501768,7266372,4
1573132141,1393206,3805800,4
1552056147,1393206,3805800,4
1573132054,2501770,7266456,4
1552055973,2501770,7266456,4
1573131967,118781,3040195,5
1552055625,118781,3040195,5
1573131796,187269,5409255,5
