1235664,4142724
1205707,3818589
743513,2857659
4113,2930262
46959,5371716
577514,3002167
48809,6365649
232733,2772879
329803,2929848
329088,2684080
399643,5674047
2017774,4146990
128685,4177874
141795,2927382
252972,5687094
54724,5537964
457904,5356451
158385,5415040
233737,2884309
554072,2876069
1980155,5677752
72967,7382741
210730,5319226
227910,7288244
176135,8539282
2491090,3682197
36622,3000699
308434,7839292
4615,5288819
1085088,7874619
59292,5376648
403101,5414420
145987,4109763
231488,5295911
2491210,4147631
4565,7795888
1779285,3768352
1271610,5640951
78740,5305481
941578,7313927
37420,5283400
3767,5362786
74150,3119225
798294,2706204
59279,4120876
126911,5353644
378224,3021409
271398,4339882
260130,5418629
44685,5372238
4571,2706406
126564,3684970
1594473,5374951
408188,7883427
119992,2756112
128588,7657387
101012,3029900
53896,5360271
4591,2705964
362379,3801355
97306,3022725
39584,2684391
104256,3040944
798302,5671575
1571924,9402264
316468,5664544
3369,5284237
1603450,2771050
141787,2927233
4146,5415040
4558,2705181
72947,3126178
2017773,4134076
78190,5375102
43197,3105666
39542,2771042
342582,8326713
3444,5371702
85712,5537749
169180,5315870
112604,5305646
82528,2747430
798289,5677510
4054,5372262
85889,3647356
224740,7963890
13805,2669006
2056449,4092208
147917,3590313
46107,3083990
743510,2856910
79835,2705270
122808,3989330
1073695,4138871
4442,3189635
2016532,2766221
375005,2956206
2056451,7961545
3690,8190077
2033023,5304769
1092577,2706112
72643,8193234
325641,3788104
2358323,7513343
862990,5676035
3406,9605163
2060074,2974583
1045224,8172583
136217,2757624
664052,3040558
717648,2643166
185767,3645663
126558,7325923
71644,5285589
179731,7274221
221759,5672565
147926,7152728
557876,3042082
946017,3988950
37429,2688524
170727,5393953
28971,8404707
1160597,3862279
62751,2686276
60011,8002439
48109,5371864
2023766,4080050
179353,5317045
486855,4109308
37494,3033830
2501770,7266456
47091,5633333
226051,5373358
29766,7339206
2137015,5334268
168836,3925515
35924,3083486
358751,2688289
1859061,4149485
13493,3032986
2019967,7266362
41776,5371712
4111,2930617
231641,3924601
3716,3042845
1478600,9172708
448267,2863351
172646,5317089
588669,7751501
2023749,5643565
161069,4108532
325536,7304271
3724,5377378
182322,5421087
83908,5361951
1882389,5616414
321593,2991493
66025,5677381
167983,3646704
2057971,5549878
486421,2882437
296031,7326947
2491212,4146897
62886,8420911
38689,5289877
58934,2703231
1842555,3646721
51459,2771052
329765,2929236
1971661,3960955
55960,2775561
450882,5284575
1641311,2943268
153348,5377042
2528289,2816157
4684,2857601
3544,3084839
93608,3033840
79078,2975725
154000,5673735
45211,5372264
2107771,7266481
186426,7329850
97309,3021407
1820310,5290103
4236,7403263
1821062,3988874
81985,5375425
105886,3035311
1593301,6363352
45988,4196481
3559,3083838
652132,8656996
2039006,3793983
13894,2735117
1056926,4152610
168120,3646601
124947,3190511
863024,5827845
2511006,7104172
147273,5284540
4593,2705196
2212986,5284540
1780398,5531825
109558,3118073
2202561,3839843
363211,3086086
1472306,4013385
37427,2688326
3711,7903057
261447,3925104
46969,3033114
1544808,2968435
100521,3685256
112615,5305617
2491217,4145805
141752,5321422
2100578,2706394
447670,7272731
40707,7155291
183674,4122658
2015165,5595285
145284,2755523
167560,2686170
57053,4152811
1716007,3090626
45372,2685484
460784,5685264
548140,4132316
470522,5363135
82317,2753456
1879258,2931312
93213,3923082
347883,3052501
941581,7313936
170012,5361889
154290,5316701
158152,4133088
133939,3036292
158384,5415040
1716016,3090704
64595,4096510
